# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
crapaudine|1
crapette|1
crapouillot|1
crapule|1
crapulerie|1
crapuleusement|1
crapuleux|1
craquage|1
craquant|1
craque|1
craquelage|1
craqueler|1
craquelure|1
craquelé|1
craquement|1
craquer|1
craqueter|1
craquèlement|1
crash|1
crasher|1
crasse|1
crasseuse|1
crasseux|1
crassier|1
craterelle|1
cratère|1
cravache|1
cravacher|1
cravan|1
cravate|1
cravater|1
crawl|1
crawler|1
crawleur|1
crayeuse|1
crayeux|1
crayon|1
crayon des charpentiers|1
crayonnage|1
crayonne|1
crayonner|1
credo|1
crescendo|1
cresson|1
cressonnette|1
creusage|1
creuse|1
creusement|1
creusent|1
creuser|1
creuset|1
creusé|1
creux|1
crevaison|1
crevant|1
crevasse|1
crevasser|1
crevassé|1
crever|1
crevette|1
crevette grise|1
crevettes|1
crevettier|1
crevettine|1
crevure|1
crevé|1
cri|1
criailler|1
criaillerie|1
criailleur|1
criant|1
criard|1
criarde|1
criblage|1
crible|1
cribler|1
criblé|1
cric|1
crie|1
crier|1
crieur|1
crieuse|1
crime|1
crimes|1
criminaliste|1
criminalité|1
criminel|1
criminelle|1
crin|1
crinière|1
crinoline|1
crins|1
crique|1
criquet|1
cris|1
crise|1
crispant|1
crispation|1
crisper|1
crispé|1
criss|1
crissement|1
crisser|1
cristal|1
cristallerie|1
cristallin|1
cristallisation|1
cristalliser|1
cristallogenèse|1
criste-marine|1
crithme|1
critiquable|1
critique|1
critiquer|1
critiques|1
critiqueur|1
critiqueuse|1
critiqué|1
critère|1
critérium|1
criée|1
croasser|1
croc|1
croc-en-jambe|1
croche-patte|1
croche-pied|1
crocher|1
crochet|1
crocheter|1
crocheteur|1
crochu|1
crocodile|1
crocus|1
croire|1
croisade|1
croisement|1
croiser|1
croisette|1
croisillon|1
croisière|1
croissance|1
croissant|1
croissante|1
croisé|1
croisée|1
croix|1
croller|1
cromlech|1
crooner|1
croquant|1
croque-mitaine|1
croque-mort|1
croquemitaine|1
croquenot|1
croquer|1
croquette|1
croqueur|1
croqueuse|1
croquignolet|1
croquis|1
croqué|1
croskill|1
cross|1
cross cyclo-pédestre|1
cross-country|1
crosse|1
crossette|1
crossing-over|1
crotale|1
crotte|1
crotter|1
crottin|1
crotté|1
crottée|1
croulant|1
crouler|1
croup|1
croupe|1
croupion|1
croupir|1
croupissant|1
croupissante|1
croustillant|1
croustillante|1
croustiller|1
croustilleuse|1
croustilleux|1
croyable|1
croyance|1
croyant|1
croyante|1
croyants|1
croît|1
croître|1
croûte|1
croûter|1
croûteuse|1
croûteux|1
croûton|1
cru|1
cruauté|1
cruche|1
cruchon|1
cruci-verbiste|1
crucial|1
cruciaux|1
crucifiement|1
crucifier|1
crucifix|1
crucifixion|1
cruciverbiste|1
crudité|1
crue|1
cruel|1
cruelle|1
cruellement|1
cruor|1
crural|1
cryogène|1
cryolithe|1
crypte|1
crypter|1
cryptique|1
cryptogamique|1
cryptogramme|1
cryptographier|1
cryptonyme|1
crâne|1
crânement|1
crâner|1
crânerie|1
crâneur|1
crâneuse|1
crèche|1
crème|1
crève|1
crève-coeur|1
crève-la-faim|1
créance|1
créancier|1
créancière|1
créant|1
créateur|1
créatif|1
création|1
créative|1
créativité|1
créatrice|1
créature|1
créatures|1
crécelle|1
crécerelle|1
crécher|1
crédence|1
crédibiliser|1
crédibilisé|1
crédibilité|1
crédible|1
crédit|1
crédit municipal|1
crédit-bail|1
créditer|1
crédits|1
crédule|1
crédulement|1
crédulité|1
créer|1
crémaillère|1
crémaillères|1
crémant|1
crémation|1
crématoire|1
crémerie|1
crémeuse|1
crémeux|1
crémier|1
crémière|1
crémone|1
créneau|1
créneaux|1
crénelage|1
créneler|1
crénelure|1
créner|1
créole|1
crépi|1
crépide|1
crépine|1
crépir|1
crépissure|1
crépitant|1
crépitation|1
crépitement|1
crépiter|1
crépu|1
crépusculaire|1
crépuscule|1
crésus|1
crétin|1
crétine|1
crétinerie|1
crétinisant|1
crétinisation|1
crétiniser|1
crétinisme|1
créé|1
crêpage|1
crêpe|1
crêpelé|1
crêper|1
crêpé|1
crêt|1
crête|1
crête-de-coq|1
crêtes|1
crûment|1
cuadrilla|1
cubage|1
cube|1
cuber|1
cubitainer|1
cubitus|1
cuculle|1
cucurbitacée|1
cueillage|1
cueillaison|1
cueillette|1
cueilleur|1
cueilleuse|1
cueillir|1
cueilloir|1
cui-cui|1
cuiller|1
cuillère|1
cuir|1
cuirasse|1
cuirasser|1
cuirassé|1
cuirassée|1
cuire|1
cuirs|1
cuisant|1
cuisine|1
cuisiner|1
cuisinette|1
cuisinier|1
cuisinière|1
cuisinière à gaz|1
cuisiné|1
cuissarde|1
cuisse|1
cuisseau|1
cuisseaux|1
cuisses|1
cuissière|1
cuisson|1
cuissot|1
cuissots|1
cuistance|1
cuistot|1
cuistre|1
cuistrerie|1
cuit|1
cuite|1
cuiter|1
cuivrer|1
cuivres|1
cuivré|1
cul|1
cul-blanc|1
cul-de-basse-fosse|1
cul-de-lampe|1
cul-de-plomb|1
cul-de-sac|1
cul-rouge|1
culbutage|1
culbute|1
culbutement|1
culbuter|1
culbuteur|1
culer|1
culex|1
culinaire|1
culminant|1
culmination|1
culminer|1
culot|1
culotte|1
culotter|1
culottes|1
culotté|1
culpabilisation|1
culpabiliser|1
culpabilité|1
culte|1
cultivable|1
cultivant|1
cultivateur|1
cultivatrice|1
cultiver|1
cultivé|1
cultuel|1
cultural|1
culture|1
culture physique|1
culturel|1
culturelle|1
culturisme|1
culturiste|1
culée|1
cumin|1
cumul|1
cumulatif|1
cumulative|1
cumuler|1
cumulo-nimbus|1
cumulostratus|1
cumulus|1
cupide|1
cupidement|1
cupidité|1
cupidon|1
cuprifère|1
cuprique|1
curable|1
curage|1
curare|1
curarisant|1
curatelle|1
curateur|1
curatif|1
curatifs|1
curative|1
curatrice|1
curaçao|1
cure|1
cure de sommeil|1
cure-oreille|1
cure-pipe|1
curer|1
curetage|1
cureter|1
curette|1
cureur|1
curie|1
curiethérapie|1
curieuse|1
curieusement|1
curieux|1
curiosité|1
curiste|1
curry|1
curseur|1
cursif|1
cursive|1
cursus|1
curviligne|1
curé|1
curée|1
cuscute|1
cutané|1
cuti|1
cuti-réaction|1
cuticule|1
cutter|1
cuvage|1
cuvaison|1
cuve|1
cuveau|1
cuvelage|1
cuveler|1
cuver|1
cuvette|1
cuvier|1
cyan|1
cyanhydrique|1
cyanophycée|1
cyanose|1
cyanure|1
cyathe|1
cyclamen|1
cycle|1
cyclique|1
cycliste|1
cyclo-cross|1
cyclo-pousse|1
cyclomoteur|1
cyclonal|1
cyclonaux|1
cyclone|1
cyclonique|1
cycloniques|1
cyclope|1
cyclopousse|1
cyclops|1
cyclopéen|1
cyclopéenne|1
cyclostome|1
cyclothymique|1
cyclotron|1
cycloïdal|1
cylindrage|1
cylindraxe|1
cylindre|1
cylindrer|1
cylindrique|1
cylindrée|1
cymbalaire|1
cymbalum|1
cymrique|1
cynique|1
cyniquement|1
cyniques|1
cynisme|1
cynocéphale|1
cynoglosse|1
cynorhodon|1
cynorrhodon|1
cyphoscoliose|1
cyphose|1
cyprin|1
cypriote|1
cyprès chauve|1
cyprès de la Louisiane|1
cyprée|1
cyrénaïque|1
cytise|1
cytologie|1
cytologique|1
câble|1
câblerie|1
câblé|1
câlin|1
câline|1
câlinerie|1
cæcum|1
cèdre|1
cène|1
cèpe|1
céans|1
cébiste|1
cécité|1
cécité psychique|1
cédant|1
céder|1
cédé|1
céleri|1
céleri-rave|1
céleste|1
célestes|1
célibataire|1
célèbre|1
célébrant|1
célébration|1
célébrer|1
célébrité|1
célérifère|1
célérité|1
cémentation|1
cénacle|1
cénobite|1
cénobitique|1
cénotaphe|1
cénotaphes|1
cénozoïque|1
cépage|1
céphalopode|1
céphalée|1
céramique|1
céramiste|1
céraste|1
céruléen|1
céruléenne|1
céréale|1
cérébral|1
cérébrale|1
cérémonial|1
cérémonie|1
cérémonieuse|1
cérémonieusement|1
cérémonieux|1
césar|1
césarienne|1
césarisme|1
césure|1
cétacé|1
cétoine|1
côlon|1
côte|1
côtier|1
côtoie|1
côtoyer|1
côtoyée|1
côté|1
coelentéré|1
coeliaque|1
coeliaques|1
coelostat|1
coeur|1
coeurs|1
dactylo|1
dactylographe|1
dactylographie|1
dactylographier|1
dada|1
dadais|1
dague|1
daigner|1
dais|1
dallage|1
dalle|1
daller|1
dalles|1
dalmatique|1
daltonisme|1
dam|1
damalisque|1
damas|1
damasquiner|1
dame|1
dame-jeanne|1
dameuse|1
damier|1
damnation|1
damné|1
damoiseau|1
dancing|1
dandinement|1
dandiner|1
dandy|1
dandysme|1
danger|1
dangereusement|1
dangereux|1
dangerosité|1
dans|1
dans lequel|1
danse|1
danser|1
danseur|1
danseuse|1
dansotter|1
dantesque|1
daphnie|1
daphné|1
darbouka|1
dard|1
darder|1
dariole|1
darne|1
dartre|1
darwinisme|1
darwiniste|1
date|1
dateur|1
dattier|1
daté|1
daube|1
dauber|1
daubeur|1
daubière|1
dauphin|1
davantage|1
de|1
de base|1
de biais|1
de bonne heure|1
de ce fait|1
de concert|1
de côté|1
de gré à gré|1
de guingois|1
de haute mer|1
de la sorte|1
de laquelle|1
de marbre|1
de même|1
de nuit|1
de printemps|1
de près|1
de préférence|1
de rien|1
de saison|1
de service|1
de temps en temps|1
de temps à autre|1
de travers|1
de visu|1
decrescendo|1
dedans|1
degré|1
degrés|1
dehors|1
delco|1
delphinium|1
delta|1
demain|1
demande|1
demander|1
demandeur|1
demandé|1
demeurant|1
demeure|1
demeurer|1
demi|1
demi-bouteille|1
demi-dieu|1
demi-fin|1
demi-jour|1
demi-portion|1
demi-sommeil|1
demi-tour|1
demodex|1
demoiselle|1
dendritique|1
denrée|1
denrées|1
dense|1
densification|1
densimètre|1
densité|1
dent|1
dent-de-lion|1
denteler|1
dentelle|1
dentelure|1
dentelé|1
dentier|1
dentiste|1
dentisterie|1
dentition|1
dents|1
denture|1
dermatose|1
derme|1
dermes|1
dermique|1
dernier|1
dernier-né|1
dernière main|1
dernièrement|1
derrière|1
derviche|1
des|1
descendance|1
descendant|1
descendante|1
descendants|1
descendeur|1
descendre|1
descente|1
descriptif|1
description|1
desiderata|1
design|1
designer|1
desperado|1
despote|1
despotes|1
despotique|1
despotiquement|1
despotiques|1
despotisme|1
desquamation|1
desquamer|1
desquelles|1
desquels|1
dessalage|1
dessein|1
desserrage|1
desserrer|1
desserte|1
desservant|1
desservir|1
dessin|1
dessinant|1
dessinateur|1
dessinatrice|1
dessine|1
dessiner|1
dessiné|1
dessous|1
dessus|1
dessus-de-lit|1
dessus-de-porte|1
dessèchement|1
desséchant|1
dessécher|1
desséché|1
destin|1
destinataire|1
destinateur|1
destination|1
destinatrice|1
destine|1
destiner|1
destiné|1
destinée|1
destituer|1
destitution|1
destitué|1
destructeur|1
destructible|1
destructif|1
destruction|1
destructive|1
destructrice|1
dette|1
dettes|1
deuil|1
deutéragoniste|1
deux|1
deux-pièces|1
deux-roues|1
deuxième|1
deuxièmement|1
deuzio|1
devancement|1
devancer|1
devancier|1
devancière|1
devancé|1
devant|1
devanture|1
devenir|1
devenirs|1
devin|1
devinable|1
devine|1
deviner|1
devineresse|1
devines|1
devinette|1
deviné|1
devis|1
devise|1
deviser|1
devoir|1
devoirs|1
devon|1
devons|1
dextre|1
dextrement|1
dextrose|1
dextérité|1
dey|1
dia|1
diable|1
diable de mer|1
diablement|1
diablerie|1
diablesse|1
diablotin|1
diabolique|1
diaboliquement|1
diaboliques|1
diaboliser|1
diabolo|1
diabète|1
diachronique|1
diachylon|1
diaclase|1
diacre|1
diacritique|1
diadème|1
diadèmes|1
diagnostic|1
diagnostiquer|1
diagonal|1
diagonale|1
diagonalement|1
diagonaux|1
diagramme|1
dialcool|1
dialectal|1
dialecte|1
dialecticien|1
dialecticienne|1
dialectique|1
dialectologie|1
dialing|1
diallèle|1
dialogique|1
dialogue|1
dialoguer|1
dialypétale|1
diamant|1
diamantin|1
diamètre|1
diamétralement|1
diane|1
diantre|1
diantrement|1
diapason|1
diaphane|1
diaphanéité|1
diaphorétique|1
diaphragme|1
diapositive|1
diaprer|1
diaprure|1
diapré|1
diariste|1
diarrhée|1
diascope|1
diaspora|1
diastase|1
diastasique|1
diathèse|1
diatribe|1
dichotomie|1
dichotomique|1
dictame|1
dictaphone|1
dictat|1
dictateur|1
dictateurs|1
dictatorial|1
dictatoriale|1
dictatoriaux|1
dictature|1
dicter|1
diction|1
dictionnaire|1
dictionnariste|1
dicton|1
didactique|1
didactiquement|1
didascalie|1
dieu|1
dieux|1
diffamant|1
diffamateur|1
diffamation|1
diffamatoire|1
diffamatrice|1
diffamer|1
diffamé|1
difficile|1
difficilement|1
difficultueuse|1
difficultueux|1
difficulté|1
diffluer|1
difforme|1
difformité|1
diffracter|1
diffraction|1
diffus|1
diffusant|1
diffuser|1
diffuseur|1
diffusion|1
diffusé|1
différemment|1
différence|1
différenciateur|1
différenciation|1
différenciatrice|1
différencier|1
différend|1
différent|1
différentes|1
différentiation|1
différentié|1
différents|1
différer|1
différé|1
digest|1
digeste|1
digestible|1
digestif|1
digestion|1
digestive|1
digit|1
digital|1
digitalisation|1
digitaliser|1
digitaliseur|1
digitaux|1
digne|1
dignement|1
dignitaire|1
dignité|1
digression|1
digue|1
digues|1
digérable|1
digérer|1
diktat|1
dilacération|1
dilacérer|1
dilapidateur|1
dilapidation|1
dilapidatrice|1
dilapider|1
dilatabilité|1
dilatable|1
dilatant|1
dilatante|1
dilatateur|1
dilatation|1
dilatatrice|1
dilater|1
dilatoire|1
dilaté|1
dilection|1
dilemme|1
dilettante|1
dilettantisme|1
diligemment|1
diligence|1
diligent|1
diligenter|1
diluer|1
dilution|1
diluvial|1
diluviale|1
diluviaux|1
diluvien|1
diluvienne|1
diluviens|1
dilué|1
dimension|1
dimensionner|1
diminuant|1
diminuendo|1
diminuer|1
diminution|1
diminué|1
dimorphisme|1
dinanderie|1
dinandier|1
dindonner|1
ding|1
dinghy|1
dingo|1
dingue|1
dinguer|1
dinosaure|1
dinosaurien|1
diocèse|1
diode|1
diol|1
dionysiaque|1
dionysies|1
dionée|1
dioïque|1
diphtérie|1
diplomate|1
diplomatie|1
diplomatique|1
diplomatiquement|1
diplôme|1
diplômer|1
diplômé|1
dipsomane|1
dipsomanie|1
dipôle|1
dire|1
direct|1
directe|1
directement|1
directeur|1
directif|1
direction|1
directionnel|1
directionnelle|1
directions|1
directive|1
directoire|1
directorat|1
directories|1
directrice|1
dirigeable|1
dirigeant|1
dirigeante|1
diriger|1
dirigisme|1
dirigiste|1
dirigé|1
dirimant|1
disc-jockey|1
discernable|1
discernement|1
discerner|1
discerné|1
disciple|1
disciplinant|1
discipline|1
discipliner|1
discipliné|1
discobole|1
discoglosse|1
discompte|1
discontacteur|1
discontinu|1
discontinuation|1
discontinuer|1
discontinuité|1
disconvenance|1
disconvenir|1
discoplane|1
discordance|1
discordant|1
discordante|1
discordantes|1
discordants|1
discorde|1
discorder|1
discothèque|1
discount|1
discounter|1
discoureur|1
discoureuse|1
discourir|1
discours|1
discourtois|1
discourtoise|1
discourtoisement|1
discourtoisie|1
discret|1
discriminant|1
discriminante|1
discrimination|1
discriminatoire|1
discriminer|1
discrète|1
discrètement|1
discrédit|1
discréditant|1
discréditer|1
discrédité|1
discrétion|1
discrétionnaire|1
discrétionnaires|1
disculpant|1
disculpation|1
disculper|1
disculpé|1
discursif|1
discursive|1
discussion|1
discutable|1
discutailler|1
discutailleur|1
discuter|1
discuteur|1
discuté|1
disert|1
disette|1
disetteuse|1
disetteux|1
diseur|1
diseuse|1
disfonctionnement|1
disgracier|1
disgracieuse|1
disgracieux|1
disgracié|1
disgrâce|1
disharmonie|1
disjoindre|1
disjoint|1
disjoncter|1
disjoncteur|1
disjonctif|1
disjonction|1
disjonctive|1
dislocation|1
disloquer|1
disloqué|1
disparate|1
disparates|1
disparaître|1
disparition|1
disparité|1
disparu|1
disparue|1
dispatcher|1
dispatching|1
dispendieuse|1
dispendieusement|1
dispendieux|1
dispensaire|1
dispensaires|1
dispensateur|1
dispensatrice|1
dispense|1
dispenser|1
dispensé|1
dispersement|1
disperser|1
dispersion|1
dispersé|1
disponibilité|1
disponible|1
dispos|1
disposant|1
disposent|1
disposer|1
dispositif|1
disposition|1
dispositions|1
disposé|1
disposée|1
disproportion|1
disproportionné|1
disproportionnés|1
disputailler|1
dispute|1
disputer|1
disputeur|1
disputeuse|1
disputé|1
disqualifiant|1
disqualification|1
disqualifier|1
disqualifié|1
disque|1
disque-jockey|1
disquette|1
dissection|1
dissemblable|1
dissemblables|1
dissemblance|1
dissembler|1
dissension|1
dissentiment|1
dissertation|1
disserter|1
dissidence|1
dissident|1
dissimilaire|1
dissimilitude|1
dissimulateur|1
dissimulation|1
dissimulatrice|1
dissimuler|1
dissimulé|1
dissipateur|1
dissipation|1
dissipatrice|1
dissiper|1
dissipé|1
dissociable|1
dissocier|1
dissolu|1
dissolubilité|1
dissoluble|1
dissolution|1
dissolvant|1
dissonance|1
dissonant|1
dissonante|1
dissoudre|1
dissous|1
dissout|1
dissuader|1
dissymétrie|1
dissémination|1
disséminer|1
disséminé|1
disséquer|1
distance|1
distancer|1
distant|1
distendre|1
distendu|1
distension|1
distillat|1
distillateur|1
distillation|1
distiller|1
distillerie|1
distinct|1
distincte|1
distinctement|1
distinctes|1
distinctif|1
distinction|1
distinctive|1
distincts|1
distinguable|1
distinguer|1
distingué|1
distinguée|1
distique|1
distorsion|1
distraction|1
distractions|1
distraire|1
distrait|1
distraite|1
distraitement|1
distrayant|1
distribue|1
distribuer|1
distributeur|1
distribution|1
distributrice|1
distribué|1
district|1
dit|1
dithyrambe|1
dithyrambique|1
diva|1
divagation|1
divaguer|1
divan|1
divergence|1
divergent|1
divergentes|1
divergents|1
diverger|1
divers|1
diversement|1
diversifier|1
diversifié|1
diversiforme|1
diversion|1
diversité|1
divertir|1
divertissant|1
divertissement|1
divertissements|1
divin|1
divinateur|1
divination|1
divine|1
divinement|1
divinisation|1
diviniser|1
divinité|1
divinités|1
divins|1
diviser|1
divisible|1
division|1
divisé|1
divorce|1
divorcer|1
divulgation|1
divulguer|1
divulgué|1
dizygote|1
diète|1
diététicien|1
diététicienne|1
diététique|1
diététiste|1
djihad|1
djinn|1
docile|1
docilité|1
dock|1
docker|1
docte|1
docteur|1
doctoral|1
doctorat|1
doctrinaire|1
doctrinal|1
doctrine|1
document|1
documentaire|1
documentaliste|1
documentation|1
documenter|1
documents|1
documenté|1
dodeliner|1
dodu|1
dodue|1
dodécaphonique|1
dodécaphonisme|1
dodécasyllabe|1
dogmatique|1
dogme|1
dogue|1
doigt|1
doigté|1
dol|1
dolent|1
doline|1
dolman|1
dolmen|1
doléance|1
domaine|1
domesticable|1
domestication|1
domesticité|1
domestique|1
domestiquer|1
domestiqué|1
domicile|1
domiciliation|1
domicilié|1
dominant|1
dominateur|1
dominateurs|1
domination|1
dominatrice|1
dominer|1
dominé|1
dommage|1
dommageable|1
dommages|1
domptage|1
dompter|1
dompteur|1
don|1
donateur|1
donc|1
dong|1
donjon|1
donnant donnant|1
donne|1
donner|1
donner le sein|1
donner soif|1
donner un rancard|1
donneur|1
donné|1
donnée|1
données|1
dons|1
dont|1
doper|1
dorer|1
dorloter|1
dormance|1
dormant|1
dormeur|1
dormeurs|1
dormir|1
dortoir|1
dorure|1
doré|1
dorée|1
dos|1
dosage|1
dose|1
doser|1
doseur|1
dossier|1
dosé|1
dot|1
dotation|1
doter|1
dots|1
doté|1
douaire|1
douanier|1
double|1
double-aveugle|1
doubleau|1
doubler|1
doubles|1
doublet|1
doublure|1
douce|1
doucement|1
doucereuse|1
doucereux|1
doucette|1
douceur|1
douceâtre|1
douche|1
doucher|1
douchée|1
doucine|1
doudoune|1
douer|1
douillet|1
douillettement|1
douleur|1
douleurs|1
douloureusement|1
douloureux|1
doum|1
doute|1
douter|1
douteuse|1
douteux|1
doux|1
doué|1
doyen|1
doyenné|1
draconien|1
drageoir|1
drageon|1
drageonner|1
dragon|1
dragonne|1
draguer|1
dragée|1
drain|1
drainage|1
draine|1
drainer|1
dramatique|1
dramatiquement|1
dramatisant|1
dramatisation|1
drame|1
drap|1
drapeau|1
drapière|1
drastique|1
drave|1
draveur|1
drelin|1
dressage|1
dresser|1
dressoir|1
dressé|1
drill|1
drille|1
dring|1
drogue|1
drogué|1
droit|1
droite|1
droits|1
droiture|1
dromadaire|1
drosera|1
droséra|1
dru|1
drue|1
drugstore|1
druidesse|1
drupe|1
dryade|1
drôle|1
drôlement|1
drôlerie|1
du côté de|1
du roi|1
du soir|1
dualisme|1
dualiste|1
dubitatif|1
dubitativement|1
ducasse|1
ductile|1
ductilité|1
due|1
duel|1
duelliste|1
dulcinée|1
dune|1
dunette|1
duo|1
duodénum|1
duopole|1
dupant|1
dupe|1
duper|1
duperie|1
duplicata|1
duplicateur|1
duplication|1
duplicité|1
dupliquer|1
dupliqué|1
duquel|1
dur|1
durabilité|1
durable|1
durablement|1
durant|1
durci|1
durcir|1
durcissement|1
dure|1
durement|1
durer|1
dureté|1
durillon|1
durée|1
duvet|1
duveteuse|1
duveteux|1
duveté|1
duègne|1
dynamique|1
dynamiquement|1
dynamisant|1
dynamiser|1
dynamisme|1
dynamitage|1
dynamite|1
dynamiter|1
dynamo|1
dynastie|1
